product_id,aisle_id,department_id
9900,128,3
9901,120,16
9902,118,11
9903,45,19
9904,78,19
9905,78,19
9906,83,4
9907,102,18
9908,87,17
9909,78,19
9910,47,11
9911,121,14
9912,116,1
9913,13,20
9914,38,1
9915,34,1
9916,94,7
9917,130,14
9918,92,18
9919,66,6
9920,72,13
9921,116,1
9922,37,1
9923,22,11
9924,130,14
9925,73,11
9926,41,8
9927,56,18
9928,47,11
9929,8,3
9930,127,11
9931,40,8
9932,88,13
9933,126,11
9934,120,16
9935,50,19
9936,124,5
9937,110,13
9938,134,5
9939,17,13
9940,109,11
9941,69,15
9942,66,6
9943,104,13
9944,118,11
9945,118,11
9946,37,1
9947,117,19
9948,24,4
9949,73,11
9950,87,17
9951,20,11
9952,83,4
9953,107,19
9954,100,21
9955,91,16
9956,80,11
9957,34,1
9958,96,20
9959,37,1
9960,87,17
9961,104,13
9962,69,15
9963,21,16
9964,3,19
9965,12,9
9966,104,13
9967,115,7
9968,69,15
9969,120,16
9970,45,19
9971,65,11
9972,126,11
9973,99,15
9974,121,14
9975,45,19
9976,81,15
9977,100,21
9978,126,11
9979,19,13
9980,37,1
9981,97,13
9982,47,11
9983,105,13
9984,81,15
9985,25,11
9986,117,19
9987,80,11
9988,126,11
9989,25,11
9990,112,3
9991,66,6
9992,10,17
9993,63,9
9994,37,1
9995,93,3
9996,66,6
9997,116,1
9998,37,1
9999,2,16
10000,64,7
10001,94,7
10002,6,2
10003,45,19
10004,127,11
10005,129,1
10006,59,15
10007,20,11
10008,120,16
10009,95,15
10010,100,21
10011,56,18
10012,127,11
10013,47,11
10014,9,9
10015,121,14
10016,94,7
10017,39,12
10018,73,11
10019,70,11
10020,27,5
10021,41,8
10022,38,1
10023,3,19
10024,5,13
10025,116,1
10026,52,1
10027,117,19
10028,50,19
10029,22,11
10030,133,11
10031,31,7
10032,77,7
10033,120,16
10034,21,16
10035,101,17
10036,92,18
10037,102,18
10038,110,13
10039,13,20
10040,10,17
10041,107,19
10042,8,3
10043,100,21
10044,72,13
10045,120,16
10046,40,8
10047,20,11
10048,21,16
10049,21,16
10050,5,13
10051,95,15
10052,31,7
10053,83,4
10054,48,14
10055,21,16
10056,120,16
10057,102,18
10058,48,14
10059,1,20
10060,72,13
10061,38,1
10062,37,1
10063,69,15
10064,127,11
10065,34,1
10066,26,7
10067,104,13
10068,105,13
10069,75,17
10070,84,16
10071,31,7
10072,6,2
10073,38,1
10074,25,11
10075,123,4
10076,95,15
10077,72,13
10078,48,14
10079,118,11
10080,51,13
10081,3,19
10082,121,14
10083,13,20
10084,41,8
10085,8,3
10086,89,13
10087,120,16
10088,47,11
10089,13,20
10090,109,11
10091,38,1
10092,4,9
10093,9,9
10094,94,7
10095,128,3
10096,58,1
10097,23,19
10098,104,13
10099,11,11
10100,93,3
10101,72,13
10102,123,4
10103,97,13
10104,10,17
10105,111,17
10106,96,20
10107,29,13
10108,24,4
10109,13,20
10110,104,13
10111,94,7
10112,92,18
10113,25,11
10114,112,3
10115,92,18
10116,41,8
10117,61,19
10118,3,19
10119,15,12
10120,78,19
10121,15,12
10122,69,15
10123,66,6
10124,21,16
10125,120,16
10126,128,3
10127,45,19
10128,127,11
10129,121,14
10130,98,7
10131,120,16
10132,21,16
10133,65,11
10134,76,6
10135,107,19
10136,37,1
10137,38,1
10138,47,11
10139,100,21
10140,2,16
10141,17,13
10142,89,13
10143,97,13
10144,110,13
10145,38,1
10146,96,20
10147,6,2
10148,124,5
10149,47,11
10150,21,16
10151,123,4
10152,27,5
10153,106,12
10154,65,11
10155,66,6
10156,112,3
10157,2,16
10158,110,13
10159,126,11
10160,92,18
10161,130,14
10162,92,18
10163,67,20
10164,98,7
10165,74,17
10166,37,1
10167,117,19
10168,17,13
10169,100,21
10170,112,3
10171,27,5
10172,107,19
10173,69,15
10174,79,1
10175,103,19
10176,93,3
10177,110,13
10178,119,1
10179,100,21
10180,3,19
10181,67,20
10182,19,13
10183,69,15
10184,100,21
10185,74,17
10186,36,16
10187,17,13
10188,10,17
10189,120,16
10190,65,11
10191,26,7
10192,104,13
10193,123,4
10194,65,11
10195,56,18
10196,61,19
10197,7,12
10198,132,11
10199,37,1
10200,131,9
10201,131,9
10202,50,19
10203,87,17
10204,114,17
10205,22,11
10206,27,5
10207,10,17
10208,84,16
10209,118,11
10210,3,19
10211,105,13
10212,93,3
10213,37,1
10214,19,13
10215,41,8
10216,88,13
10217,6,2
10218,94,7
10219,73,11
10220,100,21
10221,69,15
10222,53,16
10223,45,19
10224,18,10
10225,88,13
10226,111,17
10227,26,7
10228,69,15
10229,8,3
10230,107,19
10231,33,6
10232,71,16
10233,65,11
10234,37,1
10235,121,14
10236,41,8
10237,100,21
10238,101,17
10239,45,19
10240,107,19
10241,17,13
10242,54,17
10243,85,17
10244,30,6
10245,80,11
10246,83,4
10247,88,13
10248,110,13
10249,105,13
10250,101,17
10251,26,7
10252,48,14
10253,109,11
10254,105,13
10255,54,17
10256,25,11
10257,22,11
10258,117,19
10259,71,16
10260,78,19
10261,53,16
10262,84,16
10263,25,11
10264,80,11
10265,131,9
10266,89,13
10267,31,7
10268,120,16
10269,61,19
10270,100,21
10271,100,21
10272,101,17
10273,39,12
10274,113,1
10275,120,16
10276,57,14
10277,101,17
10278,47,11
10279,13,20
10280,123,4
10281,61,19
10282,52,1
10283,118,11
10284,47,11
10285,132,11
10286,15,12
10287,37,1
10288,1,20
10289,87,17
10290,96,20
10291,83,4
10292,4,9
10293,89,13
10294,115,7
10295,126,11
10296,94,7
10297,9,9
10298,90,7
10299,11,11
10300,38,1
10301,3,19
10302,103,19
10303,64,7
10304,117,19
10305,24,4
10306,29,13
10307,37,1
10308,121,14
10309,69,15
10310,78,19
10311,105,13
10312,94,7
10313,109,11
10314,26,7
10315,67,20
10316,65,11
10317,61,19
10318,26,7
10319,100,21
10320,96,20
10321,105,13
10322,98,7
10323,132,11
10324,110,13
10325,25,11
10326,24,4
10327,38,1
10328,100,21
10329,123,4
10330,120,16
10331,98,7
10332,21,16
10333,61,19
10334,38,1
10335,121,14
10336,17,13
10337,112,3
10338,105,13
10339,115,7
10340,26,7
10341,94,7
10342,94,7
10343,38,1
10344,123,4
10345,30,6
10346,112,3
10347,88,13
10348,134,5
10349,61,19
10350,61,19
10351,31,7
10352,134,5
10353,92,18
10354,45,19
10355,27,5
10356,47,11
10357,37,1
10358,83,4
10359,110,13
10360,24,4
10361,67,20
10362,81,15
10363,98,7
10364,25,11
10365,31,7
10366,33,6
10367,24,4
10368,66,6
10369,96,20
10370,129,1
10371,95,15
10372,117,19
10373,80,11
10374,120,16
10375,17,13
10376,104,13
10377,20,11
10378,121,14
10379,4,9
10380,21,16
10381,8,3
10382,47,11
10383,40,8
10384,88,13
10385,83,4
10386,5,13
10387,129,1
10388,116,1
10389,61,19
10390,37,1
10391,75,17
10392,47,11
10393,110,13
10394,117,19
10395,50,19
10396,90,7
10397,50,19
10398,98,7
10399,110,13
10400,88,13
10401,92,18
10402,20,11
10403,78,19
10404,20,11
10405,79,1
10406,17,13
10407,112,3
10408,92,18
10409,98,7
10410,14,20
10411,83,4
10412,59,15
10413,13,20
10414,66,6
10415,105,13
10416,110,13
10417,116,1
10418,85,17
10419,28,5
10420,56,18
10421,116,1
10422,89,13
10423,69,15
10424,2,16
10425,78,19
10426,28,5
10427,115,7
10428,40,8
10429,56,18
10430,103,19
10431,21,16
10432,100,21
10433,29,13
10434,60,17
10435,133,11
10436,57,14
10437,99,15
10438,89,13
10439,45,19
10440,100,21
10441,117,19
10442,120,16
10443,22,11
10444,117,19
10445,23,19
10446,112,3
10447,63,9
10448,23,19
10449,9,9
10450,118,11
10451,51,13
10452,47,11
10453,37,1
10454,37,1
10455,42,1
10456,117,19
10457,132,11
10458,100,21
10459,100,21
10460,21,16
10461,28,5
10462,74,17
10463,64,7
10464,53,16
10465,26,7
10466,102,18
10467,59,15
10468,53,16
10469,131,9
10470,28,5
10471,133,11
10472,37,1
10473,53,16
10474,17,13
10475,45,19
10476,123,4
10477,37,1
10478,107,19
10479,48,14
10480,72,13
10481,37,1
10482,14,20
10483,108,16
10484,98,7
10485,45,19
10486,27,5
10487,89,13
10488,72,13
10489,133,11
10490,83,4
10491,26,7
10492,66,6
10493,100,21
10494,5,13
10495,44,11
10496,87,17
10497,69,15
10498,130,14
10499,30,6
10500,20,11
10501,87,17
10502,20,11
10503,126,11
10504,83,4
10505,26,7
10506,75,17
10507,45,19
10508,60,17
10509,78,19
10510,77,7
10511,98,7
10512,100,21
10513,98,7
10514,111,17
10515,29,13
10516,20,11
10517,120,16
10518,9,9
10519,76,6
10520,61,19
10521,128,3
10522,110,13
10523,20,11
10524,6,2
10525,61,19
10526,73,11
10527,36,16
10528,2,16
10529,52,1
10530,65,11
10531,63,9
10532,27,5
10533,25,11
10534,66,6
10535,95,15
10536,31,7
10537,91,16
10538,127,11
10539,37,1
10540,18,10
10541,72,13
10542,87,17
10543,88,13
10544,114,17
10545,52,1
10546,130,14
10547,26,7
10548,45,19
10549,105,13
10550,126,11
10551,3,19
10552,50,19
10553,105,13
10554,121,14
10555,38,1
10556,24,4
10557,61,19
10558,57,14
10559,69,15
10560,121,14
10561,79,1
10562,88,13
10563,100,21
10564,87,17
10565,66,6
10566,114,17
10567,6,2
10568,5,13
10569,40,8
10570,45,19
10571,104,13
10572,47,11
10573,51,13
10574,25,11
10575,23,19
10576,107,19
10577,11,11
10578,98,7
10579,6,2
10580,96,20
10581,115,7
10582,66,6
10583,10,17
10584,4,9
10585,78,19
10586,94,7
10587,22,11
10588,90,7
10589,132,11
10590,47,11
10591,17,13
10592,47,11
10593,5,13
10594,121,14
10595,118,11
10596,77,7
10597,26,7
10598,94,7
10599,94,7
10600,77,7
10601,20,11
10602,43,3
10603,122,12
10604,45,19
10605,112,3
10606,50,19
10607,134,5
10608,101,17
10609,57,14
10610,99,15
10611,43,3
10612,130,14
10613,123,4
10614,72,13
10615,45,19
10616,26,7
10617,1,20
10618,92,18
10619,20,11
10620,114,17
10621,83,4
10622,10,17
10623,121,14
10624,115,7
10625,75,17
10626,110,13
10627,83,4
10628,4,9
10629,101,17
10630,96,20
10631,108,16
10632,10,17
10633,119,1
10634,9,9
10635,67,20
10636,124,5
10637,38,1
10638,25,11
10639,121,14
10640,64,7
10641,26,7
10642,117,19
10643,97,13
10644,19,13
10645,47,11
10646,127,11
10647,101,17
10648,66,6
10649,80,11
10650,72,13
10651,87,17
10652,127,11
10653,121,14
10654,1,20
10655,115,7
10656,34,1
10657,37,1
10658,90,7
10659,3,19
10660,60,17
10661,111,17
10662,38,1
10663,70,11
10664,123,4
10665,85,17
10666,29,13
10667,36,16
10668,16,4
10669,94,7
10670,83,4
10671,66,6
10672,17,13
10673,93,3
10674,130,14
10675,92,18
10676,22,11
10677,65,11
10678,45,19
10679,112,3
10680,106,12
10681,79,1
10682,59,15
10683,92,18
10684,5,13
10685,37,1
10686,70,11
10687,8,3
10688,101,17
10689,22,11
10690,100,21
10691,131,9
10692,21,16
10693,17,13
10694,99,15
10695,4,9
10696,82,18
10697,40,8
10698,121,14
10699,129,1
10700,59,15
10701,21,16
10702,28,5
10703,105,13
10704,20,11
10705,88,13
10706,107,19
10707,100,21
10708,87,17
10709,37,1
10710,107,19
10711,116,1
10712,25,11
10713,33,6
10714,130,14
10715,42,1
10716,70,11
10717,120,16
10718,116,1
10719,7,12
10720,31,7
10721,129,1
10722,78,19
10723,101,17
10724,45,19
10725,101,17
10726,37,1
10727,81,15
10728,23,19
10729,121,14
10730,5,13
10731,120,16
10732,73,11
10733,26,7
10734,52,1
10735,119,1
10736,47,11
10737,3,19
10738,17,13
10739,26,7
10740,22,11
10741,21,16
10742,6,2
10743,69,15
10744,69,15
10745,25,11
10746,75,17
10747,2,16
10748,69,15
10749,83,4
10750,47,11
10751,121,14
10752,40,8
10753,3,19
10754,92,18
10755,119,1
10756,34,1
10757,76,6
10758,120,16
10759,26,7
10760,83,4
10761,120,16
10762,69,15
10763,121,14
10764,47,11
10765,83,4
10766,17,13
10767,69,15
10768,120,16
10769,100,21
10770,61,19
10771,57,14
10772,116,1
10773,127,11
10774,20,11
10775,4,9
10776,4,9
10777,24,4
10778,11,11
10779,31,7
10780,107,19
10781,22,11
10782,41,8
10783,20,11
10784,5,13
10785,79,1
10786,19,13
10787,128,3
10788,129,1
10789,77,7
10790,64,7
10791,20,11
10792,11,11
10793,58,1
10794,100,21
10795,127,11
10796,21,16
10797,82,18
10798,36,16
10799,72,13
10800,21,16
10801,92,18
10802,134,5
10803,126,11
10804,112,3
10805,3,19
10806,26,7
10807,123,4
10808,65,11
10809,78,19
10810,56,18
10811,83,4
10812,61,19
10813,117,19
10814,106,12
10815,4,9
10816,38,1
10817,78,19
10818,127,11
10819,117,19
10820,98,7
10821,21,16
10822,59,15
10823,21,16
10824,47,11
10825,47,11
10826,78,19
10827,98,7
10828,100,21
10829,72,13
10830,106,12
10831,120,16
10832,73,11
10833,105,13
10834,59,15
10835,26,7
10836,123,4
10837,43,3
10838,100,21
10839,75,17
10840,3,19
10841,94,7
10842,66,6
10843,61,19
10844,104,13
10845,75,17
10846,81,15
10847,92,18
10848,59,15
10849,96,20
10850,11,11
10851,115,7
10852,106,12
10853,78,19
10854,17,13
10855,106,12
10856,6,2
10857,110,13
10858,27,5
10859,88,13
10860,22,11
10861,127,11
10862,65,11
10863,41,8
10864,25,11
10865,106,12
10866,83,4
10867,23,19
10868,54,17
10869,114,17
10870,124,5
10871,50,19
10872,117,19
10873,134,5
10874,77,7
10875,66,6
10876,37,1
10877,21,16
10878,9,9
10879,52,1
10880,86,16
10881,45,19
10882,73,11
10883,104,13
10884,80,11
10885,123,4
10886,61,19
10887,38,1
10888,45,19
10889,31,7
10890,52,1
10891,37,1
10892,107,19
10893,47,11
10894,94,7
10895,21,16
10896,93,3
10897,69,15
10898,20,11
10899,113,1
10900,21,16
10901,21,16
10902,106,12
10903,46,19
10904,57,14
10905,100,21
10906,4,9
10907,21,16
10908,17,13
10909,37,1
10910,6,2
10911,17,13
10912,120,16
10913,112,3
10914,120,16
10915,68,10
10916,89,13
10917,89,13
10918,31,7
10919,34,1
10920,21,16
10921,52,1
10922,38,1
10923,24,4
10924,73,11
10925,121,14
10926,38,1
10927,104,13
10928,17,13
10929,72,13
10930,133,11
10931,66,6
10932,46,19
10933,3,19
10934,94,7
10935,20,11
10936,112,3
10937,19,13
10938,128,3
10939,69,15
10940,79,1
10941,61,19
10942,92,18
10943,23,19
10944,24,4
10945,16,4
10946,127,11
10947,71,16
10948,100,21
10949,50,19
10950,121,14
10951,28,5
10952,89,13
10953,104,13
10954,106,12
10955,39,12
10956,81,15
10957,77,7
10958,117,19
10959,124,5
10960,104,13
10961,12,9
10962,64,7
10963,22,11
10964,17,13
10965,130,14
10966,115,7
10967,56,18
10968,120,16
10969,3,19
10970,105,13
10971,92,18
10972,41,8
10973,4,9
10974,130,14
10975,61,19
10976,70,11
10977,75,17
10978,81,15
10979,22,11
10980,59,15
10981,97,13
10982,123,4
10983,36,16
10984,11,11
10985,49,12
10986,100,21
10987,45,19
10988,90,7
10989,114,17
10990,69,15
10991,107,19
10992,70,11
10993,105,13
10994,87,17
10995,59,15
10996,22,11
10997,11,11
10998,128,3
10999,16,4
11000,69,15
11001,106,12
11002,83,4
11003,130,14
11004,35,12
11005,108,16
11006,107,19
11007,47,11
11008,101,17
11009,99,15
11010,77,7
11011,88,13
11012,11,11
11013,40,8
11014,107,19
11015,106,12
11016,47,11
11017,48,14
11018,98,7
11019,67,20
11020,78,19
11021,120,16
11022,123,4
11023,29,13
11024,61,19
11025,75,17
11026,100,21
11027,69,15
11028,89,13
11029,107,19
11030,31,7
11031,10,17
11032,107,19
11033,96,20
11034,46,19
11035,105,13
11036,104,13
11037,28,5
11038,34,1
11039,36,16
11040,61,19
11041,47,11
11042,5,13
11043,101,17
11044,76,6
11045,55,11
11046,2,16
11047,69,15
11048,21,16
11049,117,19
11050,100,21
11051,133,11
11052,61,19
11053,129,1
11054,35,12
11055,65,11
11056,2,16
11057,47,11
11058,123,4
11059,131,9
11060,131,9
11061,100,21
11062,45,19
11063,120,16
11064,1,20
11065,100,21
11066,102,18
11067,43,3
11068,21,16
11069,67,20
11070,125,19
11071,33,6
11072,66,6
11073,77,7
11074,75,17
11075,74,17
11076,3,19
11077,89,13
11078,131,9
11079,27,5
11080,38,1
11081,123,4
11082,27,5
11083,41,8
11084,100,21
11085,31,7
11086,96,20
11087,94,7
11088,66,6
11089,51,13
11090,21,16
11091,38,1
11092,31,7
11093,78,19
11094,100,21
11095,78,19
11096,104,13
11097,30,6
11098,66,6
11099,120,16
11100,107,19
11101,40,8
11102,85,17
11103,77,7
11104,22,11
11105,119,1
11106,22,11
11107,66,6
11108,26,7
11109,108,16
11110,3,19
11111,20,11
11112,7,12
11113,112,3
11114,104,13
11115,31,7
11116,105,13
11117,87,17
11118,4,9
11119,47,11
11120,3,19
11121,119,1
11122,22,11
11123,64,7
11124,41,8
11125,83,4
11126,24,4
11127,126,11
11128,101,17
11129,105,13
11130,78,19
11131,5,13
11132,121,14
11133,41,8
11134,104,13
11135,81,15
11136,69,15
11137,21,16
11138,98,7
11139,85,17
11140,123,4
11141,100,21
11142,75,17
11143,31,7
11144,26,7
11145,17,13
11146,38,1
11147,88,13
11148,77,7
11149,45,19
11150,11,11
11151,26,7
11152,83,4
11153,91,16
11154,121,14
11155,120,16
11156,34,1
11157,21,16
11158,105,13
11159,3,19
11160,41,8
11161,73,11
11162,75,17
11163,42,1
11164,62,5
11165,83,4
11166,34,1
11167,37,1
11168,38,1
11169,29,13
11170,121,14
11171,53,16
11172,94,7
11173,61,19
11174,92,18
11175,125,19
11176,34,1
11177,66,6
11178,100,21
11179,48,14
11180,67,20
11181,45,19
11182,123,4
11183,105,13
11184,61,19
11185,93,3
11186,69,15
11187,94,7
11188,30,6
11189,109,11
11190,114,17
11191,38,1
11192,73,11
11193,57,14
11194,115,7
11195,115,7
11196,107,19
11197,3,19
11198,104,13
11199,63,9
11200,34,1
11201,37,1
11202,107,19
11203,108,16
11204,100,21
11205,66,6
11206,34,1
11207,61,19
11208,48,14
11209,120,16
11210,86,16
11211,37,1
11212,92,18
11213,50,19
11214,110,13
11215,107,19
11216,47,11
11217,11,11
11218,6,2
11219,87,17
11220,69,15
11221,4,9
11222,131,9
11223,76,6
11224,100,21
11225,44,11
11226,42,1
11227,19,13
11228,22,11
11229,67,20
11230,3,19
11231,45,19
11232,64,7
11233,43,3
11234,104,13
11235,22,11
11236,4,9
11237,37,1
11238,16,4
11239,52,1
11240,58,1
11241,42,1
11242,6,2
11243,131,9
11244,99,15
11245,110,13
11246,100,21
11247,61,19
11248,88,13
11249,129,1
11250,51,13
11251,120,16
11252,51,13
11253,125,19
11254,100,21
11255,107,19
11256,114,17
11257,13,20
11258,129,1
11259,108,16
11260,28,5
11261,19,13
11262,130,14
11263,100,21
11264,78,19
11265,81,15
11266,117,19
11267,4,9
11268,47,11
11269,104,13
11270,117,19
11271,127,11
11272,49,12
11273,98,7
11274,83,4
11275,72,13
11276,81,15
11277,94,7
11278,72,13
11279,112,3
11280,25,11
11281,61,19
11282,127,11
11283,94,7
11284,107,19
11285,120,16
11286,100,21
11287,108,16
11288,91,16
11289,38,1
11290,107,19
11291,80,11
11292,124,5
11293,28,5
11294,44,11
11295,2,16
11296,52,1
11297,19,13
11298,115,7
11299,70,11
11300,98,7
11301,69,15
11302,31,7
11303,23,19
11304,26,7
11305,102,18
11306,2,16
11307,2,16
11308,114,17
11309,66,6
11310,76,6
11311,99,15
11312,80,11
11313,51,13
11314,38,1
11315,117,19
11316,25,11
11317,64,7
11318,124,5
11319,11,11
11320,90,7
11321,59,15
11322,94,7
11323,26,7
11324,70,11
11325,68,10
11326,30,6
11327,87,17
11328,23,19
11329,100,21
11330,78,19
11331,117,19
11332,73,11
11333,22,11
11334,75,17
11335,98,7
11336,114,17
11337,65,11
11338,92,18
11339,122,12
11340,100,21
11341,37,1
11342,120,16
11343,22,11
11344,54,17
11345,124,5
11346,100,21
11347,55,11
11348,72,13
11349,75,17
11350,50,19
11351,41,8
11352,78,19
11353,66,6
11354,12,9
11355,94,7
11356,100,21
11357,81,15
11358,116,1
11359,61,19
11360,69,15
11361,91,16
11362,120,16
11363,65,11
11364,50,19
11365,32,4
11366,89,13
11367,91,16
11368,3,19
11369,105,13
11370,78,19
11371,107,19
11372,10,17
11373,22,11
11374,100,21
11375,123,4
11376,107,19
11377,81,15
11378,40,8
11379,123,4
11380,78,19
11381,116,1
11382,125,19
11383,78,19
11384,66,6
11385,45,19
11386,107,19
11387,9,9
11388,6,2
11389,100,21
11390,54,17
11391,100,21
11392,111,17
11393,94,7
11394,6,2
11395,47,11
11396,100,21
11397,40,8
11398,77,7
11399,115,7
11400,117,19
11401,31,7
11402,27,5
11403,5,13
11404,132,11
11405,78,19
11406,9,9
11407,126,11
11408,81,15
11409,84,16
11410,62,5
11411,54,17
11412,75,17
11413,55,11
11414,119,1
11415,83,4
11416,110,13
11417,31,7
11418,19,13
11419,117,19
11420,114,17
11421,94,7
11422,120,16
11423,3,19
11424,47,11
11425,50,19
11426,45,19
11427,118,11
11428,50,19
11429,73,11
11430,25,11
11431,72,13
11432,123,4
11433,116,1
11434,11,11
11435,22,11
11436,100,21
11437,52,1
11438,13,20
11439,63,9
11440,129,1
11441,104,13
11442,20,11
11443,5,13
11444,102,18
11445,100,21
11446,106,12
11447,14,20
11448,120,16
11449,5,13
11450,101,17
11451,45,19
11452,107,19
11453,3,19
11454,88,13
11455,37,1
11456,107,19
11457,134,5
11458,22,11
11459,9,9
11460,131,9
11461,128,3
11462,103,19
11463,96,20
11464,3,19
11465,114,17
11466,124,5
11467,16,4
11468,42,1
11469,114,17
11470,61,19
11471,41,8
11472,13,20
11473,100,21
11474,118,11
11475,94,7
11476,22,11
11477,121,14
11478,129,1
11479,22,11
11480,3,19
11481,63,9
11482,25,11
11483,111,17
11484,3,19
11485,61,19
11486,41,8
11487,123,4
11488,36,16
11489,118,11
11490,6,2
11491,94,7
11492,64,7
11493,3,19
11494,100,21
11495,79,1
11496,30,6
11497,78,19
11498,95,15
11499,120,16
11500,65,11
11501,4,9
11502,20,11
11503,51,13
11504,63,9
11505,23,19
11506,105,13
11507,110,13
11508,70,11
11509,50,19
11510,117,19
11511,6,2
11512,120,16
11513,3,19
11514,10,17
11515,81,15
11516,49,12
11517,73,11
11518,93,3
11519,78,19
11520,86,16
11521,129,1
11522,104,13
11523,61,19
11524,78,19
11525,26,7
11526,83,4
11527,27,5
11528,4,9
11529,44,11
11530,47,11
11531,112,3
11532,57,14
11533,4,9
11534,37,1
11535,111,17
11536,49,12
11537,6,2
11538,31,7
11539,13,20
11540,45,19
11541,28,5
11542,26,7
11543,31,7
11544,24,4
11545,47,11
11546,110,13
11547,100,21
11548,21,16
11549,110,13
11550,90,7
11551,26,7
11552,30,6
11553,104,13
11554,50,19
11555,45,19
11556,61,19
11557,9,9
11558,41,8
11559,3,19
11560,95,15
11561,37,1
11562,120,16
11563,123,4
11564,123,4
11565,21,16
11566,69,15
11567,37,1
11568,120,16
11569,73,11
11570,66,6
11571,77,7
11572,3,19
11573,65,11
11574,38,1
11575,26,7
11576,107,19
11577,104,13
11578,22,11
11579,63,9
11580,34,1
11581,41,8
11582,99,15
11583,110,13
11584,81,15
11585,94,7
11586,99,15
11587,101,17
11588,13,20
11589,27,5
11590,74,17
11591,47,11
11592,33,6
11593,80,11
11594,108,16
11595,83,4
11596,92,18
11597,14,20
11598,26,7
11599,25,11
11600,30,6
11601,20,11
11602,67,20
11603,87,17
11604,2,16
11605,96,20
11606,118,11
11607,104,13
11608,33,6
11609,116,1
11610,29,13
11611,50,19
11612,45,19
11613,8,3
11614,112,3
11615,21,16
11616,5,13
11617,121,14
11618,14,20
11619,120,16
11620,101,17
11621,45,19
11622,87,17
11623,70,11
11624,133,11
11625,38,1
11626,45,19
11627,15,12
11628,67,20
11629,14,20
11630,5,13
11631,120,16
11632,88,13
11633,66,6
11634,107,19
11635,80,11
11636,94,7
11637,78,19
11638,66,6
11639,61,19
11640,22,11
11641,38,1
11642,45,19
11643,66,6
11644,38,1
11645,38,1
11646,87,17
11647,3,19
11648,127,11
11649,115,7
11650,30,6
11651,14,20
11652,66,6
11653,37,1
11654,77,7
11655,26,7
11656,117,19
11657,117,19
11658,55,11
11659,127,11
11660,100,21
11661,119,1
11662,83,4
11663,127,11
11664,45,19
11665,67,20
11666,4,9
11667,100,21
11668,107,19
11669,59,15
11670,54,17
11671,64,7
11672,104,13
11673,81,15
11674,20,11
11675,75,17
11676,45,19
11677,124,5
11678,110,13
11679,96,20
11680,37,1
11681,3,19
11682,52,1
11683,72,13
11684,66,6
11685,17,13
11686,79,1
11687,126,11
11688,3,19
11689,108,16
11690,73,11
11691,69,15
11692,94,7
11693,38,1
11694,10,17
11695,42,1
11696,90,7
11697,110,13
11698,129,1
11699,3,19
11700,22,11
11701,76,6
11702,43,3
11703,95,15
11704,3,19
11705,11,11
11706,105,13
11707,3,19
11708,93,3
11709,45,19
11710,2,16
11711,67,20
11712,86,16
11713,65,11
11714,48,14
11715,127,11
11716,129,1
11717,38,1
11718,114,17
11719,5,13
11720,92,18
11721,100,21
11722,3,19
11723,59,15
11724,77,7
11725,70,11
11726,127,11
11727,94,7
11728,101,17
11729,66,6
11730,123,4
11731,80,11
11732,112,3
11733,19,13
11734,38,1
11735,118,11
11736,114,17
11737,120,16
11738,31,7
11739,11,11
11740,35,12
11741,65,11
11742,67,20
11743,128,3
11744,3,19
11745,56,18
11746,131,9
11747,61,19
11748,67,20
11749,53,16
11750,61,19
11751,87,17
11752,105,13
11753,20,11
11754,36,16
11755,104,13
11756,56,18
11757,120,16
11758,17,13
11759,107,19
11760,121,14
11761,77,7
11762,74,17
11763,21,16
11764,131,9
11765,120,16
11766,78,19
11767,120,16
11768,10,17
11769,30,6
11770,133,11
11771,69,15
11772,15,12
11773,26,7
11774,88,13
11775,107,19
11776,107,19
11777,123,4
11778,69,15
11779,109,11
11780,41,8
11781,30,6
11782,24,4
11783,89,13
11784,86,16
11785,69,15
11786,114,17
11787,30,6
11788,117,19
11789,89,13
11790,17,13
11791,96,20
11792,15,12
11793,8,3
11794,23,19
11795,22,11
11796,77,7
11797,117,19
11798,116,1
11799,9,9
11800,110,13
11801,118,11
11802,100,21
11803,126,11
11804,40,8
11805,101,17
11806,100,21
11807,69,15
11808,50,19
11809,5,13
11810,100,21
11811,70,11
11812,47,11
11813,21,16
11814,41,8
11815,3,19
11816,14,20
11817,98,7
11818,92,18
11819,75,17
11820,10,17
11821,84,16
11822,91,16
11823,97,13
11824,47,11
11825,100,21
11826,91,16
11827,51,13
11828,100,21
11829,66,6
11830,22,11
11831,105,13
11832,13,20
11833,92,18
11834,81,15
11835,70,11
11836,69,15
11837,17,13
11838,26,7
11839,109,11
11840,92,18
11841,127,11
11842,105,13
11843,120,16
11844,110,13
11845,98,7
11846,112,3
11847,118,11
11848,69,15
11849,20,11
11850,45,19
11851,104,13
11852,124,5
11853,41,8
11854,14,20
11855,4,9
11856,112,3
11857,77,7
11858,120,16
11859,83,4
11860,60,17
11861,92,18
11862,4,9
11863,120,16
11864,101,17
11865,38,1
11866,97,13
11867,11,11
11868,90,7
11869,21,16
11870,51,13
11871,67,20
11872,45,19
11873,80,11
11874,49,12
11875,89,13
11876,38,1
11877,55,11
11878,28,5
11879,37,1
11880,104,13
11881,103,19
11882,107,19
11883,124,5
11884,8,3
11885,115,7
11886,26,7
11887,127,11
11888,1,20
11889,94,7
11890,22,11
11891,129,1
11892,48,14
11893,100,21
11894,21,16
11895,72,13
11896,37,1
11897,6,2
